,1,2,3
0.0,1.0000000000002252,0.9999999999999436,0.9999999999994678
0.0005,0.9752354425441455,0.9748603781430147,0.9751027802496431
0.001,0.9885540858027396,0.9894307999914213,0.989107256248163
0.0015,0.9666821502154691,0.9686317029463631,0.9674575500195983
0.002,0.9725668911322048,0.9745663704281121,0.9732035291461211
0.0025,0.9701810323102447,0.9721397478048378,0.971727253791586
0.003,0.954320778926683,0.9592769640886306,0.9590324143059338
0.0035,0.9117020640041471,0.9166305474850504,0.9187839866562565
0.004,0.9248770513806716,0.9364014563871906,0.9379642570670814
0.0045000000000000005,0.9109053129425809,0.9240447109881423,0.9282913461662443
0.005,0.8877194714779307,0.9044999287883352,0.9108475247940567
0.0055,0.874435943704901,0.8918820029884422,0.9017143513492785
0.006,0.8598048625904041,0.888383503279501,0.8951557365854759
0.006500000000000001,0.8358304749159902,0.8639788251078551,0.8725586644884225
0.007,0.8338740099406858,0.862238591688102,0.8711398015739749
0.0075,0.8197374511407685,0.8480915350325207,0.854925709761728
0.008,0.7928846046971902,0.8294404852075836,0.8283105059659764
0.0085,0.777608406300699,0.8111089083733184,0.8064289639357974
0.009000000000000001,0.7629897064405502,0.8032354497377647,0.7896786065344231
0.0095,0.744090536265443,0.7918378772479049,0.7675925337751079
0.01,0.7191504649751018,0.7689282388180858,0.7371976545927825
0.0105,0.6923732261886371,0.7460201660413204,0.7064854451808661
0.011,0.6708914507106396,0.7385686604861831,0.6846660955481323
0.0115,0.6430472820257948,0.7132467557507841,0.6506046897775946
0.012,0.613436241475668,0.6888979486929373,0.6194409551326904
0.0125,0.5859719587451857,0.6729095046051884,0.5916843605766131
0.013000000000000001,0.5584660043758131,0.6527837999108492,0.5640017518664961
0.0135,0.5241221372142215,0.6169081229336538,0.5279045471561632
0.014,0.4957426478103569,0.5995991867902055,0.5027438379281398
0.0145,0.4666244626388966,0.5743563667771576,0.47266402923459944
0.015,0.43998332383559013,0.549457479111942,0.4478127271141229
0.0155,0.41325169563401587,0.5180476881969184,0.41896333223009274
0.016,0.3794040730715048,0.49029931314662883,0.38712048514932024
0.0165,0.35156596085953157,0.456783720602107,0.356742303787953
0.017,0.33142140397346836,0.4352765190350541,0.335993957803228
0.0175,0.30624935602920655,0.4008913092574441,0.3075767507132114
0.018000000000000002,0.28236456287933326,0.37527118280129135,0.28328593870657964
0.0185,0.2624894774675841,0.3419119474526794,0.25954353317107154
0.019,0.23723046407245368,0.31641418911991265,0.2361740276949799
0.0195,0.22308816089941177,0.2929711116308662,0.21934221804752704
0.02,0.20360772343336678,0.2661783088400616,0.1991495098172173
0.0205,0.18412548387703725,0.23572605035636515,0.1787033443479857
0.021,0.16326714623879798,0.21536559810414352,0.1595272427112709
0.021500000000000002,0.150826171798879,0.19436155963507704,0.14574055226265603
0.022,0.13410769012925622,0.17185158903017717,0.1301253327476581
0.0225,0.12014240366765791,0.1520134872769848,0.11597883916308382
0.023,0.10380968708174862,0.1326039840591425,0.10012963371245352
0.0235,0.09237200104983573,0.11592836667543144,0.08975011782770712
0.024,0.0795678166300816,0.09940619805143877,0.07749883696973124
0.0245,0.0695612371333872,0.08502080701794204,0.0672820659196276
0.025,0.05896066093366276,0.07089531569478237,0.05726501299993904
0.025500000000000002,0.05049573523032873,0.05986378466039992,0.04956221567503286
0.026000000000000002,0.0419570940288614,0.04956044856830006,0.041291022182776395
0.0265,0.03576258124885961,0.04108503348424154,0.03546899995479909
0.027,0.029736107877022633,0.032943713556387755,0.029438708156277266
0.0275,0.024374278565081498,0.02691791737222168,0.02445802492753681
0.028,0.019917029435464945,0.02164841058761436,0.020039408261370146
0.0285,0.016329596683560408,0.01729566199633679,0.01661839594531759
0.029,0.013007665940293615,0.01341679560282897,0.013337724373281887
0.029500000000000002,0.010415592331804386,0.010477682127634056,0.010692310737895424
0.03,0.008324362957614006,0.008102767579339842,0.008568031723997884
0.0305,0.006531161358246695,0.006034576399379152,0.006852581814879127
0.031,0.005086770089073328,0.004408540969714319,0.0053015064540745775
0.0315,0.004000477032645259,0.003141725452238245,0.004134958812766455
0.032,0.0030908388328118323,0.0022243775247698665,0.0032509539836164704
0.0325,0.002397056577467507,0.0014596871383645937,0.0025104047409914847
0.033,0.0018309684243470478,0.0009196482142169171,0.001903982231374209
0.0335,0.0014000463692362386,0.0005134068578277117,0.001478943200482934
0.034,0.001058218341113772,0.0002439776425723992,0.001116556294645422
0.0345,0.0008076957316519176,5.3081126759182214e-05,0.0008478702060380897
0.035,0.0006044685863003452,-7.184245556833785e-05,0.0006386443248919931
0.035500000000000004,0.00044969244022753906,-0.00014963081404366872,0.0004776875598276576
0.036000000000000004,0.00032600785175497245,-0.0001812887231951956,0.000344934600775223
0.0365,0.0002413565192229504,-0.00019048585328463295,0.00025862072805440283
0.037,0.00017312556636388002,-0.00018492443169701976,0.0001873404268012502
0.0375,0.0001247783927676206,-0.00017468272984612395,0.00013652468443526073
0.038,8.759923337667096e-05,-0.00015653785766112148,9.634089824231275e-05
0.0385,6.090210876844514e-05,-0.0001331877627353614,7.000642751156323e-05
0.039,4.1832390899843746e-05,-0.00011090127476019592,4.9527622824775466e-05
0.0395,2.8802469606526452e-05,-9.209956210048064e-05,3.536453806228762e-05
0.04,1.931889640535261e-05,-7.294914521046951e-05,2.4470398331233172e-05
0.0405,1.2551568119269145e-05,-5.7919303454523024e-05,1.739942894772212e-05
0.041,8.147373598853768e-06,-4.505242664317655e-05,1.1955560430472339e-05
0.0415,5.135123673346392e-06,-3.477399989573873e-05,8.404716173757877e-06
0.042,3.1862644560667387e-06,-2.5817175705714918e-05,5.8319476082219005e-06
0.0425,1.8832428219839226e-06,-1.9794175641932294e-05,3.995155048543016e-06
0.043000000000000003,1.068287907374751e-06,-1.4603340233649746e-05,2.703078912836274e-06
0.043500000000000004,5.502000711596471e-07,-1.0910239241544375e-05,1.8709517208198734e-06
0.044,2.700738867894957e-07,-7.892165527391432e-06,1.2675109801435498e-06
0.0445,1.0800273057526176e-07,-5.838636297782553e-06,8.54406316565641e-07
0.045,2.129209361978197e-08,-4.171231820816552e-06,5.774713195684265e-07
0.0455,-1.6085511124049963e-08,-3.080018230151059e-06,3.8579556409514623e-07
0.046,-3.175230719029197e-08,-2.185405029591558e-06,2.6128255011038635e-07
0.0465,-3.2934990447745044e-08,-1.563947373607599e-06,1.7493739573701489e-07
0.047,-2.843646906541417e-08,-1.0893956848952343e-06,1.1630598822879251e-07
0.0475,-2.2071662932455597e-08,-7.843747931982355e-07,7.678985145683799e-08
0.048,-1.7033655214577604e-08,-5.476059675691161e-07,5.106629822768944e-08
0.0485,-1.2162508420868632e-08,-3.817108651100238e-07,3.3471140396681054e-08
0.049,-8.556354396871554e-09,-2.6262307218786707e-07,2.2154846432576443e-08
0.0495,-5.807890894934202e-09,-1.8208009131282866e-07,1.4242686605212019e-08
0.05,-3.8602838617202475e-09,-1.2370432350739178e-07,9.205935198702457e-09
0.0505,-2.4968774290168815e-09,-8.487059761018627e-08,5.963247875447843e-09
0.051000000000000004,-1.6421520121434994e-09,-5.7501828600816165e-08,3.818636621060201e-09
0.051500000000000004,-1.0536176287058707e-09,-3.8827983410858234e-08,2.4483883980325054e-09
0.052000000000000005,-6.639715043681824e-10,-2.5939015392029737e-08,1.568878962893828e-09
0.0525,-4.1851350123557924e-10,-1.7519758225520808e-08,9.92644440879118e-10
0.053,-2.6500034865601604e-10,-1.172232331260562e-08,6.322342667178985e-10
0.0535,-1.6560336935392275e-10,-7.748651660692159e-09,4.0066852057223243e-10
0.054,-1.0432343334023051e-10,-5.122411263806612e-09,2.5015225339540855e-10
0.0545,-6.624996841469515e-11,-3.382502689583664e-09,1.5903077458831224e-10
0.055,-4.2077774360074105e-11,-2.209531843134611e-09,1.005383558873121e-10
0.0555,-2.6441547501011073e-11,-1.4540903386339002e-09,6.24322405348593e-11
0.056,-1.7299205504612606e-11,-9.428381613548398e-10,3.951924558991996e-11
0.0565,-1.1186896199488397e-11,-6.09266815691307e-10,2.507939693025463e-11
0.057,-7.360300902927144e-12,-3.809128935605257e-10,1.5596541992331564e-11
