,1,2,3
0.0575,-4.809782466516919e-12,-2.450949507070983e-10,9.66927718767396e-12
0.058,-3.2307706048355483e-12,-1.5440753563635663e-10,6.052417512377902e-12
0.0585,-2.131450778663636e-12,-9.636777719053639e-11,3.703769686104931e-12
0.059000000000000004,-1.4593003486391813e-12,-5.815501878560854e-11,2.3043169528787992e-12
0.059500000000000004,-9.82650261475014e-13,-3.6020456772945547e-11,1.3613901158362995e-12
0.06,-6.640352663219558e-13,-2.1377708076813135e-11,7.858911733322719e-13
0.0605,-4.4280920150953404e-13,-1.291211710051861e-11,4.13377056321456e-13
0.061,-3.031258438404833e-13,-7.486991307734828e-12,2.018746154213693e-13
0.0615,-2.0628007348159417e-13,-4.358524338767372e-12,6.786725998852501e-14
0.062,-1.4012085499004477e-13,-2.4522774861766886e-12,-8.733013582113284e-15
0.0625,-9.362489731347548e-14,-1.4264810756730993e-12,-4.730021310605424e-14
0.063,-6.259129493598704e-14,-8.271134187664135e-13,-6.502409594190402e-14
0.0635,-4.238674118145083e-14,-4.909264208331545e-13,-6.84489077535401e-14
0.064,-2.8260872085911495e-14,-2.926327351841023e-13,-6.459617679384284e-14
0.0645,-1.871104763141649e-14,-1.9271988022536358e-13,-5.6365260220529555e-14
0.065,-1.2133029231672939e-14,-1.3524246073916077e-13,-4.8474191736915466e-14
0.0655,-7.888700327679355e-15,-9.955152192930299e-14,-3.9196158502417625e-14
0.066,-4.966169703528449e-15,-7.60570275742255e-14,-3.1566605303650325e-14
0.0665,-3.125936852634964e-15,-5.87563632558352e-14,-2.4214363187122706e-14
0.067,-1.8629553706124533e-15,-4.5849159175009424e-14,-1.8364356621760288e-14
0.0675,-1.0858494442297832e-15,-3.586271624494136e-14,-1.3694099477968005e-14
0.068,-5.915253888069576e-16,-2.8056926593464786e-14,-1.0199307615860983e-14
0.0685,-3.083221328453827e-16,-2.1326133146588728e-14,-7.44532066307769e-15
0.069,-1.373173172333066e-16,-1.6461248504360945e-14,-5.3723995432719185e-15
0.0695,-4.382869173698737e-17,-1.2432847935130827e-14,-3.8754905190559355e-15
0.07,1.6087459032403956e-18,-9.432691328113509e-15,-2.8394538534149987e-15
0.07050000000000001,2.110536745051905e-17,-6.976635637803794e-15,-2.0617339065246304e-15
0.07100000000000001,2.5110316376807207e-17,-5.204866864957982e-15,-1.5132812364231163e-15
0.07150000000000001,2.1933315702500235e-17,-3.794485460823661e-15,-1.1400823992567875e-15
0.07200000000000001,1.5784616565021183e-17,-2.7823651058913777e-15,-8.702724533887273e-16
0.0725,8.841491820694979e-18,-1.979728799352038e-15,-6.726896104537093e-16
0.073,2.7087364477532877e-18,-1.4052673258535942e-15,-5.37060461939303e-16
0.0735,-2.2762900625350434e-18,-9.613163252975044e-16,-4.3289520051003493e-16
0.074,-5.990508831061133e-18,-6.539799640249189e-16,-3.5391753412660475e-16
0.0745,-8.210957233917074e-18,-4.210531018160869e-16,-2.877673403285975e-16
0.075,-9.596814800909399e-18,-2.62372580795183e-16,-2.351152880816448e-16
0.0755,-1.035330571167656e-17,-1.5155570344701956e-16,-1.9034831715023346e-16
0.076,-1.0243705966323445e-17,-8.217722268177677e-17,-1.5649416820324035e-16
0.0765,-9.72472850718274e-18,-3.5205154791938824e-17,-1.2444100959863516e-16
0.077,-9.007599420057869e-18,-8.776851611977391e-18,-9.96745664806993e-17
0.0775,-8.13312698262578e-18,6.519294924107768e-18,-7.786332976306846e-17
0.078,-7.284208357111277e-18,1.3536412642639409e-17,-6.19258116596533e-17
0.0785,-6.388713185399696e-18,1.580454487112301e-17,-4.822496536271757e-17
0.079,-5.5040765544671344e-18,1.5670260900548572e-17,-3.7582600774454616e-17
0.0795,-4.702367752113186e-18,1.4245764191595813e-17,-2.862474863253546e-17
0.08,-3.925937247353657e-18,1.2152977247450806e-17,-2.1930487258633074e-17
0.0805,-3.2618720651236094e-18,9.902914418709383e-18,-1.675243072583169e-17
0.081,-2.6554399842041754e-18,7.8906201768233e-18,-1.2925821166503867e-17
0.0815,-2.1185517182466172e-18,6.1394974873885e-18,-9.695120505773544e-18
0.082,-1.6232008594202501e-18,4.753417816931282e-18,-7.296236055236619e-18
0.0825,-1.218602713026976e-18,3.606931856371956e-18,-5.638706090338489e-18
0.083,-8.762085558293105e-19,2.745618464148182e-18,-4.2795548404626475e-18
0.0835,-6.106473384660207e-19,2.0548917162221693e-18,-3.3050865633847286e-18
0.084,-3.796360930714176e-19,1.5869396474335264e-18,-2.5628003475267857e-18
0.0845,-1.999198202370353e-19,1.2224222069821744e-18,-2.000776921883273e-18
0.085,-7.45777736995878e-20,9.42639411945978e-19,-1.523049051079277e-18
0.0855,2.0076312653397914e-20,7.116493317702965e-19,-1.2143290638303873e-18
0.08600000000000001,9.219156456190437e-20,5.660389668666671e-19,-9.45375895272599e-19
0.08650000000000001,1.3989002633227494e-19,4.34409449239457e-19,-7.38976784971196e-19
0.08700000000000001,1.7003745516251178e-19,3.356160955226962e-19,-5.647878424211112e-19
0.08750000000000001,1.8390926161034048e-19,2.51880657963728e-19,-4.444059105085807e-19
0.088,1.9384644213494278e-19,1.9163855153160113e-19,-3.425913190187107e-19
0.0885,1.956053910739301e-19,1.3788355214487735e-19,-2.6220944039688243e-19
0.089,1.9023517782991913e-19,9.888625978228938e-20,-1.9471249530501656e-19
0.0895,1.7888206828388792e-19,6.481617506187576e-20,-1.4832088511502974e-19
0.09,1.6794861506717283e-19,3.9409643607408026e-20,-1.0879451819153106e-19
0.0905,1.5455935744223398e-19,1.9865426431741726e-20,-7.941190698169567e-20
0.091,1.4235342795596517e-19,4.907046214633526e-21,-5.737298088608109e-20
0.0915,1.2795213080208143e-19,-5.9134296229996685e-21,-4.08278324822611e-20
0.092,1.14975616728369e-19,-1.3088516987708207e-20,-2.830072932833242e-20
0.0925,1.0132899226192538e-19,-1.6771000827023803e-20,-1.97498755416386e-20
0.093,8.996178956650037e-20,-1.918802674431512e-20,-1.3319086657442966e-20
0.0935,7.891577506669069e-20,-1.932690929691412e-20,-8.676397002982835e-21
0.094,6.802241621518581e-20,-1.800330349392694e-20,-5.5714272882014754e-21
0.0945,5.817502617484378e-20,-1.5965447475567608e-20,-3.502293801165699e-21
0.095,5.022592427718116e-20,-1.3323367601090408e-20,-2.101598785432695e-21
0.0955,4.2240773780623e-20,-1.0266647662536982e-20,-1.1904151156241344e-21
0.096,3.5286168533465694e-20,-7.502925998337996e-21,-6.330784186693655e-22
0.0965,2.971703153966604e-20,-4.809916730371979e-21,-2.969718434638789e-22
0.097,2.4393150330472895e-20,-2.497382548140218e-21,-1.1868477334898301e-22
0.0975,1.9697248751729127e-20,-6.804637329513921e-22,-2.320420088762219e-23
0.098,1.61441370989861e-20,6.215852923334611e-22,1.6832564086719252e-23
0.0985,1.2839625930286862e-20,1.4078059796905532e-21,2.793265449421221e-23
0.099,1.0055234666157683e-20,1.698720931861337e-21,2.3067816909080596e-23
0.0995,7.741927137176883e-21,1.6195021001901873e-21,1.3723201463353002e-23
0.1,5.83176703649056e-21,1.274237425291505e-21,4.2141613584730004e-24
